-1	1
1	101
2	101
3	101
4	101
5	215
6	101
7	101
8	101
9	1102
10	101
11	223
12	101
14	2942
15	101
16	1
17	236
18	101
19	101
20	101
21	6237
22	323
23	101
24	171
25	101
26	3032
27	101
28	101
29	101
30	101
31	1
32	101
33	101
34	173
35	101
36	325
37	105
38	101
39	101
40	1
41	101
42	1
43	101
45	101
46	101
47	101
48	101
50	101
51	186
52	146
53	404
54	1
55	101
56	1
57	101
58	1
59	986
60	101
61	101
62	654
63	283
64	75
65	101
66	403
67	101
68	101
69	101
70	181
71	203
72	101
73	1
74	1
75	722
76	101
77	121
78	101
79	101
80	101
81	1
82	569
83	101
84	3987
85	101
86	1
87	101
88	1011
90	390
91	101
92	961
93	101
94	101
95	355
96	273
97	5014
98	123
99	101
100	101
101	101
102	151
104	259
105	101
106	190
107	101
108	4064
110	1
111	101
112	101
113	473
114	101
115	579
116	367
117	1
118	634
119	281
120	101
121	101
122	2272
123	101
124	101
125	1
126	101
127	186
128	101
129	101
130	1
131	113
132	201
133	869
134	295
135	101
136	683
137	101
138	101
139	1
140	101
141	101
143	101
144	101
145	1
146	101
147	101
148	101
149	1
150	101
151	203
152	101
153	101
154	696
155	101
156	390
157	451
158	1862
159	141
160	113
161	101
162	101
163	101
164	101
165	1
166	1
167	1
168	161
169	101
170	101
171	1
172	1456
173	896
174	101
175	101
176	101
177	121
178	1150
179	143
180	216
181	101
182	681
183	101
184	101
185	101
186	1
187	101
188	1
189	231
191	101
192	423
193	1
194	31
195	101
196	101
197	101
198	101
199	461
200	315
201	3570
202	101
203	101
204	113
205	101
206	1
207	101
208	111
209	1
210	1
211	101
212	253
213	101
214	101
215	101
216	101
217	1
218	101
219	101
220	101
221	101
222	101
223	101
224	101
225	101
226	131
227	1373
228	101
229	287
230	101
232	1
233	101
235	101
236	211
237	197
239	1
240	101
241	221
242	101
243	101
244	1
245	141
246	101
247	101
248	101
249	131
250	861
251	1
252	1
253	101
254	1
255	1
256	1
257	1
258	1
259	101
260	1
261	101
262	221
263	101
264	1
265	121
266	101
267	1
268	101
269	1
270	101
271	1
272	101
273	251
274	1
275	233
276	101
277	101
278	201
279	101
280	101
281	1
282	101
283	171
284	1
285	101
286	101
287	101
288	101
289	746
290	101
291	101
292	129
293	101
294	101
295	401
297	101
298	1
299	101
300	1
302	101
303	2081
304	101
305	1
306	1
307	1
308	1
309	1
311	101
312	101
313	101
314	101
315	101
316	101
317	101
318	101
319	101
320	101
321	101
322	812
323	101
324	101
325	141
326	101
327	101
328	101
329	1
330	101
331	1
332	1
333	101
334	101
335	101
336	101
337	101
338	101
339	347
340	101
341	1
342	101
343	101
344	1
345	101
346	101
347	101
348	101
349	101
350	101
351	101
352	101
353	101
354	1
355	101
357	101
358	415
359	101
360	101
361	1
362	101
364	101
365	101
366	151
367	101
368	103
369	101
371	1
372	101
373	101
374	101
375	485
376	101
377	101
378	470
379	1
381	10263
382	1
383	101
384	103
385	1
386	275
387	183
388	1
389	141
390	101
391	101
392	101
393	1
394	1
395	11
397	1
399	1
400	101
401	101
402	1
403	408
404	151
405	101
406	411
407	101
408	1
409	101
410	1
411	101
412	101
413	211
414	111
415	1
416	1
417	101
418	599
420	1
421	1
422	1
423	101
424	101
425	101
426	491
428	1
429	101
430	173
431	1
432	81
433	101
434	3078
435	1
436	1
437	1
438	101
439	101
440	101
441	1
442	1
444	101
445	101
446	1
447	101
448	1
449	101
450	1
451	156
452	101
453	1
454	313
455	101
456	561
457	101
458	101
459	101
460	101
462	536
463	171
464	181
465	1
466	21
468	1
469	101
471	1862
472	101
473	1
474	385
475	101
476	101
477	101
478	572
479	1
480	131
481	1
482	101
483	1
484	141
485	101
486	101
487	101
488	101
489	1
490	57
491	101
493	1
494	101
495	101
496	241
497	185
498	121
499	101
500	101
501	101
502	1
503	1
504	101
505	101
506	101
507	101
508	131
509	1
510	1
511	1
512	1
513	1
514	674
515	235
517	101
518	111
519	101
520	101
521	101
522	101
523	101
524	21
525	411
526	101
527	101
528	101
529	101
530	101
531	181
532	101
533	101
534	253
535	1
536	191
537	101
538	101
539	101
540	101
541	101
